=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2024-11-3_14-49-30
====================================================================================
14:49:30 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
14:49:30 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
14:49:30 | [PermissionManager] Perm (FreeCamera) has been registered!
14:49:30 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
14:49:30 | [PermissionManager] Perm (MenuItemManager) has been registered!
14:49:30 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
14:49:30 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
14:49:30 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
14:49:30 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
14:49:30 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
14:49:30 | [PermissionManager] Perm (MenuServerManager) has been registered!
14:49:30 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
14:49:30 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
14:49:30 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
14:49:30 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
14:49:30 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
14:49:30 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
14:49:30 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
14:49:30 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
14:49:30 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
14:49:30 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
14:49:30 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
14:49:30 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
14:49:30 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
14:49:30 | [PermissionManager] Perm (MenuObjectManager) has been registered!
14:49:30 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
14:49:30 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
14:49:30 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
14:49:30 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
14:49:30 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
14:49:30 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
14:49:30 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
14:49:30 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
14:49:30 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
14:49:30 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
14:49:30 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
14:49:30 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
14:49:30 | [PermissionManager] Perm (MenuBansManager) has been registered!
14:49:30 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
14:49:30 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
14:49:30 | [PermissionManager] Perm (MenuWebHooks) has been registered!
14:49:30 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
14:49:30 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
14:49:30 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
14:49:30 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
14:49:30 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
14:49:30 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
14:49:30 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
14:49:30 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
14:49:30 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
14:49:30 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
14:49:30 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
14:49:30 | [PermissionManager] Perm (EspToolsMenu) has been registered!
14:49:30 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
14:49:30 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
14:49:30 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
14:49:30 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
14:49:30 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
14:49:30 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
14:49:30 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
14:49:30 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
14:49:30 | [PermissionManager] Adding Super Admin (76561198017124053)
14:49:30 | [PermissionManager] Adding Super Admin (76561197998690788)
14:49:30 | [PermissionManager] Adding Super Admin (76561199051296936)
14:49:30 | [PermissionManager] Loaded UserGroups.json
14:49:30 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
14:49:30 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
14:49:30 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
14:49:30 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
14:49:30 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
14:49:30 | Building Sets Loaded: 0
14:49:30 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
14:49:30 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
14:52:7 | Player "JohnWick" (steamId=76561197998690788) connected to server!
14:52:47 | "76561197998690788" (steamid=76561197998690788) teleported to (pos=<10979.500000, 350.429993, 11508.799805>)
14:52:47 | "JohnWick": (steamid=76561197998690788) teleported to (pos=10979.5,0,11508.8)
14:53:6 | "JohnWick" (steamid=76561197998690788) toggled godmode
14:53:10 | "JohnWick" (steamid=76561197998690788) toggled freecam
14:53:46 | "JohnWick" (steamid=76561197998690788) teleported to crosshair (pos=<11032.593750, 350.970459, 11504.612305>)
14:53:48 | "JohnWick" (steamid=76561197998690788) toggled freecam
14:56:36 | Player "JohnWick" (steamId=76561197998690788) initiated disconnect process...
14:56:37 | Player "JohnWick" (steamId=76561197998690788) disconnected early from server (EXIT NOW).
14:58:2 | Player "JohnWick" (steamId=76561197998690788) connected to server!
15:1:12 | "76561197998690788" (steamid=76561197998690788) teleported to (pos=<5718.169922, 3.972295, 4625.279785>)
15:1:12 | "JohnWick": (steamid=76561197998690788) teleported to (pos=5718.17,0,4625.28)
15:1:38 | "JohnWick" (steamid=76561197998690788) teleported to crosshair (pos=<5729.270996, 3.449241, 4657.330566>)
15:1:39 | "JohnWick" (steamid=76561197998690788) teleported to crosshair (pos=<5740.722656, 3.335670, 4664.078613>)
15:1:39 | "JohnWick" (steamid=76561197998690788) teleported to crosshair (pos=<5752.859863, 2.987629, 4671.222168>)
15:1:39 | "JohnWick" (steamid=76561197998690788) teleported to crosshair (pos=<5764.802246, 3.205926, 4676.363770>)
15:1:39 | "JohnWick" (steamid=76561197998690788) teleported to crosshair (pos=<5779.330566, 3.271576, 4682.160156>)
15:1:40 | "JohnWick" (steamid=76561197998690788) teleported to crosshair (pos=<5793.836426, 3.459000, 4687.571777>)
15:1:40 | "JohnWick" (steamid=76561197998690788) teleported to crosshair (pos=<5807.186035, 3.809173, 4692.477539>)
15:1:40 | "JohnWick" (steamid=76561197998690788) teleported to crosshair (pos=<5819.871582, 4.448789, 4696.299805>)
15:1:40 | "JohnWick" (steamid=76561197998690788) teleported to crosshair (pos=<5832.708984, 5.494893, 4698.654297>)
